precio;sub_descr;href;ubicacion;planta;otros;latitude;longitude;habitaciones;banios;mt2;CCAA
162.000 €;Piso en Avenida Anda Jaleo,  s/nº;/comprar/piso-san_jose_de_la_rinconada-4428771869_109700/;San José de La Rinconada (La Rinconada);2ª planta;Portal 5, 2º h. Piso en un inmueble de obra nueva y situado en la zona de san josé de la rinconada, acomodado en planta 2. Está es...;37.495969258;-5.936866898;;;;sevilla
187.000 €;;/comprar/piso-montequinto_el_colmenar41089-42581531815_500593/;Montequinto-El Colmenar (Dos Hermanas);3ª planta;Piso en residencial privado  en avd europa orientación sur, cuenta con salón comedor con salida a terraza independiente, cocina am...;37.3310736;-5.9228874;3 habs.;2 baños;97 m²;sevilla
275.000 €;Chalet en Urbanización Santiago Apóstol, 12;/comprar/chalet-espartinas_centro_urbano-34212312650_106000/;Espartinas;;Chalet independiente en espartinas (sevilla). Precio de venta 302.000 euros. La parcela tiene una superficie de 1.765 m², así como...;37.3908;-6.13803;5 habs.;4 baños;280 m²;sevilla
248.000 €;;/comprar/piso-pio_xii41008-42567520281_108900/;Pío XII (Distrito Macarena. Sevilla Capital);2ª planta;"¡Descubre tu nuevo hogar en sevilla! 

Este amplio piso de 106 metros cuadrados te ofrece un espacio acogedor y funcional en una d...";37.4030819;-5.9791255;4 habs.;2 baños;106 m²;sevilla
131.050 €;;/comprar/apartamento-parque_alcosa_jardines_del_eden41019-44245314300_100500/;Parque Alcosa-Jardines del Edén (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);Bajo;"Espléndido piso en el parque alcosa.
¿Le gustaría una vivienda luminosa, con un salón amplio, tres habitaciones y dos baños?
Ésta ...";37.4081492;-5.9192529;3 habs.;1 baño;94 m²;sevilla
213.300 €;Piso en Avenida de las Universidades,  s/n;/comprar/piso-montequinto_el_colmenar41089-4504315670_109700/;Montequinto-El Colmenar (Dos Hermanas);;Piso en una finca de obra nueva de 104 m² de superficie construida y emplazado en la zona de dos hermanas. Está dispuesto en 3 hab...;37.3055966;-5.9439866;3 habs.;2 baños;104 m²;sevilla
235.000 €;;/comprar/piso-zona_ronda_de_triana_cartuja41010-43351060592_100500/;Zona Ronda de Triana-Cartuja (Distrito Triana. Sevilla Capital);3ª planta;"¡Venta de piso en el barrio de triana con terraza privada de 29 m²!

Situado entre la calle ronda de tejares y calle manuel arella...";37.3845687;-6.012095;2 habs.;1 baño;81 m²;sevilla
294.000 €;Ático en Avenida Felipe González Márquez,  s/n;/comprar/atico-montequinto_el_colmenar41704-4303351210_109700/;Montequinto-El Colmenar (Dos Hermanas);;Ref. 682. Ático en un edificio de obra nueva de 95 m² de superficie construida y ubicado en la zona de dos hermanas, enclavado en ...;37.3041103;-5.9365007;2 habs.;2 baños;90 m²;sevilla
325.000 €;Chalet pareado en calle Benacazón, 16;/comprar/chalet_pareado-palomares_del_rio_centro_urbano-45054391529_517788/;Palomares del Río;;"Visítalo pulsando en tour virtual.

Le ofrecemos este maravilloso chalet pareado para entrar a vivir recientemente reformado, en p...";37.318554;-6.06971;5 habs.;3 baños;189 m²;sevilla
199.500 €;;/comprar/piso-arco_norte_la_alqueria41704-44221471021_100200/;Arco Norte-La Alquería (Distrito Zona Centro. Dos Hermanas);3ª planta;"Piso de renta libre en arco norte, amplio y luminoso.
Magnifico piso en una de las zonas privilegiadas de dos hermanas, el cual co...";37.2942279;-5.9388815;3 habs.;2 baños;102 m²;sevilla
203.900 €;Piso en calle Bangladesh,  s/n;/comprar/piso-parque_alcosa_jardines_del_eden41019-4099684296_109700/;Parque Alcosa-Jardines del Edén (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);Bajo;Vi-10-0-b. Piso en un inmueble de obra nueva de 101 m² de superficie construida y situado en la zona de sevilla capital, acomodado...;37.4053088;-5.9211005;3 habs.;2 baños;101 m²;sevilla
59.900 €;;/comprar/casa-carmona_centro_urbano-40097525810_108900/;Carmona;;Vivienda premium!! Piso independiente, con puerta independiente a la calle, ocupando la planta baja del edificio, donde también di...;37.474109101;-5.640076904;3 habs.;1 baño;118 m²;sevilla
90.000 €;;/comprar/piso-alcala_de_guadaira_nueva_alcala-45073002781_517213/;Nueva Alcalá (Alcalá de Guadaíra);1ª planta;Piso en primera planta, cuenta con 75 metros cuadrados muy bien distribuidos, entramos en la vivienda en la que encontramos la coc...;37.3353134;-5.8347126;3 habs.;1 baño;75 m²;sevilla
310.000 €;;/comprar/casa-san_pablo_santa_justa_santa_clara41007-40054068377_501075/;Santa Clara (Distrito San Pablo-Santa Justa. Sevilla Capital);;¡Bienvenidos a su nuevo hogar! Esta hermosa casa unifamiliar se encuentra en la avenida de las villas de cuba, una zona muy bien c...;37.4013211;-5.9561665;4 habs.;3 baños;136 m²;sevilla
268.900 €;;/comprar/casa-gines_centro_urbano-44193273543_100500/;Gines;;"Bienvenidos a la promoción de viviendas de obra nueva \""jardines de gines\"". Sólo 4 viviendas únicas en un entorno privilegiado de...";37.3886063;-6.0859984;3 habs.;3 baños;137 m²;sevilla
580.000 €;Chalet en Avenida Vial,  73;/comprar/chalet-montequinto_el_colmenar41089-3855148631_109700/;Montequinto-El Colmenar (Dos Hermanas);;Parcela 22_tipo ir. Chalet de obra nueva de 185 m² de superficie construida y situado en la zona de dos hermanas. Está estructurad...;37.3152884;-5.9392047;4 habs.;4 baños;185 m²;sevilla
307.000 €;Casa adosada en calle de Nuestra Señora de los Dolores,  s/n;/comprar/casa_adosada-bormujos_centro-4420618746_109700/;Centro (Bormujos);;Vvda. 8. Casa adosada de obra nueva, de 135 m² de superficie construida, y situada en la zona de bormujos.  Está estructurada en 3...;37.3682843;-6.0731641;3 habs.;3 baños;135 m²;sevilla
413.100 €;Chalet en calle Carlos Benítez Saurel,  S/N;/comprar/chalet-montequinto_el_colmenar41704-4056757432_109700/;Montequinto-El Colmenar (Dos Hermanas);;Casa 16. Chalet de obra nueva de 252 m² de superficie construida y situado en la zona de dos hermanas. Está estructurado en 4 habi...;37.307045831;-5.934970725;4 habs.;3 baños;252 m²;sevilla
179.000 €;Piso en calle Vía Federico de Castro Bravo,  s/n;/comprar/piso-cerro_amate-3846850441_109700/;Cerro Amate (Sevilla Capital);2ª planta;P2B 2º C. Piso en una finca de obra nueva de 83 m2 de superficie construida y emplazado en la zona de Sevilla Capital, posicionado en planta 2. Está dispuesto en 3 habitaciones, 1 baño completos y terraza. Cuenta como extras ascensor, garaje y trastero.;37,3795;-5,90887;3 habs.;2 baños;83 m²;sevilla
310.000 €;Casa adosada en calle Uh-11 P.P Sen-1,  S/N;/comprar/casa_adosada-montequinto_el_colmenar41089-4540333641_109700/;Montequinto-El Colmenar (Dos Hermanas);;Vivienda 72. Casa adosada de obra nueva, de 124 m² de superficie construida, y emplazada en la zona de dos hermanas.  Está dispues...;37.3264197;-5.9315799;4 habs.;;124 m²;sevilla
155.000 €;;/comprar/casa-el_viso_del_alcor_centro_urbano-43361568130_291300/;El Viso del Alcor;;Esta encantadora casa en el viso del alcor cuenta con una superficie total construida de 107 m² destinados a vivienda a la que se ...;37.3975262;-5.7216778;3 habs.;2 baños;124 m²;sevilla
215.000 €;;/comprar/piso-san_juan_de_aznalfarache_barrio_alto-40886272444_100500/;Barrio Alto (San Juan de Aznalfarache);1ª planta;Mis días empiezan temprano… créeme, cuando tienes una familia grande, no importa sacrificar horas de sueño para tomar un café tran...;37.3547356;-6.0282503;3 habs.;2 baños;100 m²;sevilla
85.000 €;;/comprar/casa_adosada-el_castillo_de_las_guardas_centro_urbano-45013470590_100500/;El Castillo de Las Guardas;;Si estás buscando levantarte de la cama y contemplar el campo, respirando el aire puro de la mañana, no busques más, porque esta e...;37.685029713;-6.400435017;3 habs.;2 baños;100 m²;sevilla
235.000 €;Piso en calle Afán de Ribera, 36;/comprar/piso-cerro_amate_el_cerro41006-43347937126_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);1ª planta;"Obra nueva en primera planta con ascensor.
Esta amplia vivienda cuenta con tres habitaciones, dos baños y un espacioso salón comed...";37.3741;-5.96087;3 habs.;2 baños;92 m²;sevilla
200.500 €;Piso en Avenida Universidad de Salamanca,  s/n;/comprar/piso-zona_universitaria-4493637605_109700/;Zona Universitaria (Bormujos);4ª planta;Bormujos 1. P2 4f. Piso en una finca de obra nueva de 83 m² de superficie construida y emplazado en la zona de bormujos, posiciona...;37.371559043;-6.081288391;2 habs.;2 baños;83 m²;sevilla
355.200 €;;/comprar/casa-bellavista_la_palmera_bellavista41014-42527642428_109700/;Bellavista (Distrito Bellavista-La Palmera. Sevilla Capital);;Casa de obra nueva, de 158 m² de superficie construida, y ubicada en la zona de sevilla capital.  Está distribuida en 3 habitacion...;37.3228119;-5.9699992;3 habs.;3 baños;158 m²;sevilla
535.000 €;;/comprar/casa-las_cabezas_de_san_juan_centro_urbano-42598772387_100500/;Las Cabezas de San Juan;;Preciosa finca rústica a las afueras del pueblo llucmajor. A tan sólo 30 minutos de la capital palmesana, encontramos esta casa co...;36.97342588;-5.93882483;4 habs.;1 baño;160 m²;sevilla
107.000 €;;/comprar/casa-burguillos_centro_urbano-45094716607_100500/;Burguillos;;"\""¡Descubre tu próxima aventura en esta encantadora casa adosada en la pintoresca localidad de burguillos, en plena sierra norte d...";37.5882941;-5.972894;3 habs.;1 baño;79 m²;sevilla
490.000 €;;/comprar/chalet_unifamiliar-gines_centro_urbano-45049136576_516479/;Gines;;Ubicado en la mejor zona del aljarafe a tan sólo 10 minutos del centro de sevilla con fácil entrada a la autovía a49, se encuentra...;37.3847461;-6.0717188;5 habs.;4 baños;475 m²;sevilla
165.000 €;Piso en calle Afán de Ribera, 32;/comprar/piso-cerro_amate_el_cerro41006-43370879020_100500/;El Cerro (Distrito Cerro Amate. Sevilla Capital);2ª planta;"¡Descubre tu nuevo hogar en esta impresionante vivienda de obra nueva en una segunda planta con ascensor! 
Ofrecemos dos opciones ...";37.3741;-5.96087;2 habs.;1 baño;59 m²;sevilla
57.000 €;;/comprar/casa-osuna_centro_urbano-42582024154_510829/;Osuna;;Calle carreteria: amplia casa de 2 plantas para reformar. Muy buena ubicación, solar rectangular de 238m², patio y corral trasero,...;37.2365958;-5.1089281;7 habs.;1 baño;333 m²;sevilla
225.913 €;;/comprar/piso-urbadiez_entrepuentes41020-13365919351_100500/;Urbadiez-Entrepuentes (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);8ª planta;Este bonito piso reformado está ubicado en una bonita urbanización cerrada con piscina comunitaria, que harán más llevaderos los d...;37.4019442;-5.9371679;3 habs.;2 baños;87 m²;sevilla
184.900 €;;/comprar/piso-leon_xiii_cruz_roja41009-43339083484_101800/;León XIII-Cruz Roja (Distrito Macarena. Sevilla Capital);2ª planta;Piso de 80 m² sin ascensor en segunda planta que consta de 2 habitaciones, 1 baño completo con placa de ducha , salón comedor con ...;37.4053053;-5.9832918;2 habs.;1 baño;80 m²;sevilla
75.000 €;;/comprar/piso-el_pedroso_centro_urbano-43344574585_100500/;El Pedroso;Bajo;Prácticamente a estrenar, de estilo moderno y muy actual, bonito apartamento a tres alturas en el pedroso, frente estación de tren...;37.8373465;-5.7639207;2 habs.;1 baño;93 m²;sevilla
249.990 €;;/comprar/chalet_adosado-arco_norte_la_alqueria41704-43381540990_997202/;Arco Norte-La Alquería (Distrito Zona Centro. Dos Hermanas);;Esta espectacular villa en dos hermanas cuenta con una superficie total de 150 m². Con una distribución que incluye 1 habitación i...;37.2942393;-5.9349059;4 habs.;3 baños;150 m²;sevilla
185.000 €;;/comprar/piso-parlamento41009-42584312384_527644/;Parlamento (Distrito Macarena. Sevilla Capital);1ª planta;"""piso de 68 m², en primero planta con ascensor, reformado, que consta de tres dormitorios, salón-comedor con aire acondicionado co...";37.4082994;-5.9890756;3 habs.;1 baño;68 m²;sevilla
260.000 €;;/comprar/piso-montequinto_el_colmenar41089-44182523448_525600/;Montequinto-El Colmenar (Dos Hermanas);1ª planta;"""0% gastos de inmobiliaria al comprador"".

¡Descubre tu nuevo hogar en pleno corazón de montequinto! Te presentamos un precioso pi...";37.340583931;-5.932084519;4 habs.;2 baños;151 m²;sevilla
110.000 €;;/comprar/casa_adosada-villamanrique_de_la_condesa_centro_urbano-42590927051_510950/;Villamanrique de la Condesa;;Magnífica casa de pueblo de dos plantas en villamanrique de la condesa, cercano al instituto  ies nuestra señora del rocío, a la p...;37.2406371;-6.3064281;4 habs.;2 baños;127 m²;sevilla
106.000 €;;/comprar/casa_adosada-guillena_centro_urbano-32568826109_100200/;Guillena;;"Cansado de pagar alquiler?
Buscando nuevo hogar que sea tuyo?

Esta es tu oportunidad

Te presentamos esta amplia vivienda en guil...";37.542803099;-6.05351162;3 habs.;3 baños;104 m²;sevilla
149.990 €;;/comprar/casa-alcala_del_rio_centro_urbano-45033416728_109300/;Alcalá del Río;;"\""casa en muy buen estado de dos plantas con porche delantero, patrio trasero y garaje a la venta en alcalá del rio. Ideal para en...";37.51201758;-5.985047454;3 habs.;2 baños;125 m²;sevilla
100.000 €;;/comprar/casa_pareada-moron_de_la_frontera_centro_urbano-45064649333_100200/;Morón de la Frontera;;"Estupenda casa grande de 2 plantas en calle haza!! Reformada para entrar a vivir.
Primera planta: salón, salita, cocina, baño comp...";37.1218564;-5.4577822;3 habs.;2 baños;165 m²;sevilla
645.000 €;Piso en calle de Juan Ramón Jiménez, 7;/comprar/piso-los_remedios_barrio41011-42565678289_106000/;Los Remedios (Distrito Los Remedios. Sevilla Capital);4ª planta;"Piso venta remedios con garaje.

Luminosidad, amplitud y comodidad

Disponemos en este momento de un estupendo piso a a venta en e...";37.3755;-5.99857;4 habs.;3 baños;171 m²;sevilla
127.000 €;;/comprar/casa-olivares_centro_urbano-40884049033_100500/;Olivares;;"Gran casa en olivares lista para entrar!!!

Amplia y muy luminosa. La vivienda dispone de 140m² distribuidos en dos plantas.

Acce...";37.4190379;-6.1601371;3 habs.;1 baño;140 m²;sevilla
85.000 €;;/comprar/casa-el_pedroso_centro_urbano-35016961722_100500/;El Pedroso;;"Ésta es la oportunidad que estaba buscando!!

Gran casa a estrenar el zona céntrica del pedroso.

La vivienda se encuentra totalme...";37.839536;-5.7647576;2 habs.;1 baño;68 m²;sevilla
109.900 €;;/comprar/piso-lebrija_centro_urbano-43336925372_100500/;Lebrija;2ª planta;"Oportunidad!!  93 m²!! Parking!! Trastero!! Cocina equipada!! En esquina!! Placas solares (agua sanitaria caliente), vpo; visite y...";36.913800163;-6.076725605;3 habs.;;93 m²;sevilla
165.300 €;Casa adosada en Avenida de Almensilla, 24;/comprar/casa_adosada-palomares_del_rio_centro_urbano-3891404831_109700/;Palomares del Río;;Tipo iv. Casa adosada de obra nueva, de 154 m² de superficie construida, y emplazada en la zona de palomares del río.  Está dispue...;37.323616347;-6.062282581;3 habs.;2 baños;154 m²;sevilla
53.000 €;;/comprar/casa_unifamiliar-osuna_centro_urbano-45004755412_510829/;Osuna;;Calle cruz: amplia casa de 2 plantas para reformar. Fachada de 7 m aprox. 183m² de solar, muy buena ubicación, céntrica;37.234003;-5.103346;3 habs.;1 baño;243 m²;sevilla
390.000 €;;/comprar/piso-casco_antiguo_arenal41001-42559719184_106000/;Arenal (Distrito Casco Antiguo. Sevilla Capital);1ª planta;"Gran piso centriquisimo con garaje directo opcional 

Disponemos de un estupendo piso en la parte mas noble del centro, en calle g...";37.3876123;-5.9957118;2 habs.;2 baños;94 m²;sevilla
308.000 €;Chalet pareado en calle Santiago de Chile, 1;/comprar/chalet_pareado-oromana-42530891287_100900/;Oromana (Alcalá de Guadaíra);;"Promoción compuesta de 18 chalet: 2 aislados y 16 pareados en nueva urbanización ""campo alegre"". Vivienda diseñada con singularida...";37.3127;-5.86001;4 habs.;2 baños;121 m²;sevilla
250.000 €;Piso en calle Maimónides,  S/N;/comprar/piso-nuevo_bulevar-3290819388_109700/;Nuevo Bulevar (Mairena del Aljarafe);Bajo;VI-B-5-0-B. Piso en un inmueble de obra nueva de 114 m2 de superficie construida y situado en la zona de Mairena del Aljarafe, acomodado en planta baja. Está estructurado en 3 habitaciones, 2 baños completos, jardín de 41,79 m2 y tiene certificación energética C. Aporta como extras ascensor, garaje y trastero. ** El precio mostrado en la tabla anterior para cada inmueble, incluye únicamente aquellos anejos (plazas de garaje y/o trastero) que hubiesen sido expresamente especificados en su descripción. En caso de no aparecer especificados, su precio no se entenderá incluido en el precio mostrado anteriormente. El precio mostrado lo es sin incluir impuestos. Los inmuebles identificados están sujetos, en todo caso, a disponibilidad.;37,3333;-6,06975;3 habs.;2 baños;114 m²;sevilla
550.000 €;;/comprar/piso-los_remedios_barrio41011-42591691791_106000/;Los Remedios (Distrito Los Remedios. Sevilla Capital);9ª planta;"Piso en venta en los remedios.

Con espectaculares vistas os presentamos el piso que buscabas.

Todo exterior frente al parque y l...";37.3720426;-6.0045954;4 habs.;2 baños;161 m²;sevilla
169.000 €;;/comprar/casa_unifamiliar-gelves_centro_urbano-42595320472_100200/;Gelves;;Casa de 172m² en gelves. Consta de 2 plantas, 5 habitaciones (una en planta baja), 2 baños completos (uno en planta baja), salón-c...;37.3352851;-6.0253133;5 habs.;2 baños;172 m²;sevilla
148.000 €;;/comprar/piso-mairena_del_alcor_centro_urbano-43336839671_100500/;Mairena del Alcor;1ª planta;"Gran oportunidad de vivir en el centro de mairena del alcor!!

Vivienda de estilo moderno y muy actual, totalmente  reformada en 2...";37.3705683;-5.7514626;3 habs.;1 baño;146 m²;sevilla
519.000 €;Ático en calle Espinosa y Cárcel, 13;/comprar/atico-nervion_barrio41005-30028338130_511858/;Nervión (Distrito Nervión. Sevilla Capital);;"Espectacular ático en una de las zonas mas cotizadas de la ciudad. Impresionante terraza de casi 100 m² con piscina privada. 

Nue...";37.37777027419617;-5.97374274047777;4 habs.;2 baños;110 m²;sevilla
109.999 €;;/comprar/casa_unifamiliar-osuna_centro_urbano-41758946380_100200/;Osuna;;Estupendo dúplex en el centro del municipio de osuna (sevilla), cerca de ambulatorio, tiendas comerciales, farmacias, bancos, ayun...;37.2366925;-5.1033995;4 habs.;1 baño;139 m²;sevilla
99.900 €;;/comprar/casa_rustica-la_puebla_del_rio_centro_urbano-33410941474_100200/;La Puebla del Río;;Finca rústica en la cuesta colorá (manuel fernandez campos), junto al pueblo y camino asfaltado. La finca es de 2.856 m² con vivie...;37.2704095;-6.0645101;;;130 m²;sevilla
310.000 €;;/comprar/casa-espartinas_centro_urbano-39203642643_106700/;Espartinas;;Chalet independiente a estrenar de 1 planta de 136 m² construidos en parcela de 573 m², cercano a la futura salida a la autovía a-...;37.3743049;-6.11536;4 habs.;2 baños;136 m²;sevilla
99.990 €;;/comprar/piso-san_juan_de_aznalfarache_barrio_alto-45048046796_100200/;Barrio Alto (San Juan de Aznalfarache);;Se vende piso de 111m² en san juan alto. La vivienda dispone de 3 habitaciones, salón-comedor, cocina, 2 cuarto de baño uno de ell...;37.3563994;-6.0324391;3 habs.;;111 m²;sevilla
240.000 €;;/comprar/piso-casco_antiguo_san_julian41003-45023142734_101800/;San Julián (Distrito Casco Antiguo. Sevilla Capital);;Oportunidad! Piso en pleno corazón de san julián. La vivienda se ubica en una primera planta sin ascensor. Cuenta con 88 metros cu...;37.3979574;-5.9846291;4 habs.;1 baño;88 m²;sevilla
354.000 €;;/comprar/piso-pineda_pedro_salvador41013-45899734159_100500/;Pineda-Pedro Salvador (Distrito Bellavista-La Palmera. Sevilla Capital);1ª planta;"Piso residencial en la zona de palmera parque (sevilla).
Compuesta por salón-comedor, cocina, lavadero, tres dormitorios y dos bañ...";37.354753;-5.9750635;3 habs.;2 baños;87 m²;sevilla
94.999 €;;/comprar/piso-urbadiez_entrepuentes41020-41684592391_101800/;Urbadiez-Entrepuentes (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);;El  estudio cuenta con 45m², reformado recientemente, actualmente tiene inquilino, todo muy moderno, cocina  equipada abierta al s...;37.3975369;-5.9414367;1 hab.;1 baño;45 m²;sevilla
296.000 €;;/comprar/casa-utrera_centro_urbano-45076229297_100500/;Utrera;;Situada a 5 minutos de utrera y a 20 minutos de sevilla. Tiene varios accesos. Camino asfaltado hasta la misma puerta. Gran núcleo...;37.2249176;-5.7996426;10 habs.;2 baños;421 m²;sevilla
220.000 €;Casa adosada en calle Carnaval, 49;/comprar/casa_adosada-las_pajanosas-37538729222_525238/;Las Pajanosas (Guillena);;Alvaross real estate les ofrece esta maravilla de casa adosada con todo lujo de detalles y totalmente reformada durante la pandemi...;37.57809816718865;-6.105238131767186;3 habs.;3 baños;120 m²;sevilla
151.000 €;Apartamento en calle Madalena Murillo, nº 29;/comprar/apartamento-gelves_centro_urbano-38338569931_106000/;Gelves;;"Ultimo atico a la venta de una promoción de obra nueva recien iniciada, y con entrega en primavera de 2025.
La promoción consta de...";37.3462;-6.02996;2 habs.;2 baños;Más de 20;sevilla
94.990 €;;/comprar/casa_unifamiliar-castilblanco_de_los_arroyos_centro_urbano-34235335861_525238/;Castilblanco de los Arroyos;;"Fantástica  casa en castiblanco de los arroyos. En urbanización privada de solo 8 casas cada una independiente , 
La casa es una s...";37.6752204;-5.9893048;3 habs.;1 baño;120 m²;sevilla
225.000 €;;/comprar/piso-doctor_fedriani41009-40037760985_515894/;Doctor Fedriani (Distrito Macarena. Sevilla Capital);1ª planta;Se vende magnífico piso en la calle doctor fedriani, ubicado en una de las mejores comunidades de la zona. Este inmueble cuenta co...;37.408805514;-5.985087519;4 habs.;2 baños;123 m²;sevilla
110.000 €;;/comprar/piso-zona_esperanza_de_triana41010-45055534118_104700/;Zona Esperanza de Triana (Distrito Triana. Sevilla Capital);;"Apartamento en triana

 Características del inmueble: apartamento de 50 m² útiles, distribuido en 1 dormitorio, salón-comedor con ...";37.3772014;-6.0056879;1 hab.;;61 m²;sevilla
160.000 €;;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-42527688697_525238/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);2ª planta;"Alvaross real estate ofrece piso en la misma calle emilio lemos, sevilla este de vpo regimen general.

Amplia vivienda de 90 mts ...";37.4017482;-5.9249312;3 habs.;2 baños;90 m²;sevilla
148.000 €;;/comprar/casa-cazalla_de_la_sierra_centro_urbano-31681925861_525238/;Cazalla de La Sierra;;Alvaroos traviesa les ofrece esta fantástica y gran casa senorial   en un pueblo de los mas bonitos en cazalla de la sierra .con ...;37.929253;-5.7560597;6 habs.;2 baños;246 m²;sevilla
160.000 €;Casa en calle Utrera , nº 3;/comprar/casa-el_ronquillo_centro_urbano-34187790978_525238/;El Ronquillo;;Casa en venta en guillena, lugar privilegiado. Zona muy tranquila y silenciosa para pasar unos días de descanso desconectando de l...;37.725551795772276;-6.176959624051289;3 habs.;2 baños;150 m²;sevilla
90.000 €;;/comprar/piso-amate-37501343567_525238/;Amate (Distrito Cerro Amate. Sevilla Capital);3ª planta;Fantástico piso totalmente reformado . Paredes de perlita ,puertas nuevas y ventanas climalit . Tercero si ascensor .se distribuye...;37.3825455;-5.9537197;3 habs.;1 baño;83 m²;sevilla
187.000 €;;/comprar/piso-zona_ronda_de_triana_cartuja41010-45098508849_104700/;Zona Ronda de Triana-Cartuja (Distrito Triana. Sevilla Capital);;Vivienda en buen estado junto a san jacinto, luminosa, distribuida en 3 habitaciones, baño, salón y cocina. Muy buena vecindad. Te...;37.383324996;-6.008933415;3 habs.;;68 m²;sevilla
149.000 €;;/comprar/piso-barrio_leon_el_tardon_blas_infante41010-45071256548_104700/;Barrio León-El Tardón-Blas Infante (Distrito Triana. Sevilla Capital);;Características del inmueble: piso en triana, en la barriada de 'el carmen', a 2 min de la parada de metro de blas infante. Dispo...;37.3749392;-6.0129629;3 habs.;;57 m²;sevilla
225.000 €;Piso en Avenida Emilio Lemos, 19;/comprar/piso-avenida_de_las_ciencias_emilio_lemos41020-45074950122_100500/;Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital);1ª planta;"El hogar que buscas en sevilla es este: un fantástico piso ubicado en edificio covadonga, en la misma avenida de emilio lemos.

 S...";37.4028;-5.92292;3 habs.;;114 m²;sevilla
75.000 €;;/comprar/casa_unifamiliar-lebrija_centro_urbano-43423450263_100200/;Lebrija;;"Zona el castillo.
Casa independiente de 114 m² construidos y 68 m² de solar que consta de:
·recibidor.
·salón.
·cocina.
·aseo.
·ba...";36.916835826;-6.082973801;3 habs.;2 baños;114 m²;sevilla
85.000 €;;/comprar/casa_rustica-marchena_centro_urbano-44246714399_100200/;Marchena;;"Campo con posibilidad de alquiler con opcion a compra en la zona del monje
Chalet cercano a la venta el monje y de reciente constr...";37.3278349;-5.4163448;3 habs.;;110 m²;sevilla
220.000 €;Casa adosada en calle de Pablo Iglesias, 37;/comprar/casa_adosada-brenes_centro_urbano-42512326622_100500/;Brenes;;"Casa de ensueño en venta en brenes.
A 20 minutos de sevilla encontramos este encantador municipio ribereño rodeado de naranjos y o...";37.5487;-5.86766;4 habs.;1 baño;314 m²;sevilla
205.000 €;Piso en calle de Chipre, 3;/comprar/piso-elcano_los_bermejales41012-43348383408_106000/;Elcano-Los Bermejales (Distrito Bellavista-La Palmera. Sevilla Capital);2ª planta;"Piso a la venta en los bermejales.
La vivienda consta de dos dormitorios, salón, cocina independiente y baño.
Dispone de plaza de ...";37.3444;-5.98227;2 habs.;1 baño;90 m²;sevilla
172.000 €;;/comprar/casa_adosada-zona_avenida_de_juan_diego-37590192190_525238/;Zona Avenida de Juan Diego (Bormujos);;Superficie total 120 m², casa adosada superficie útil 120 m², hab. Individuales: 3, habitaciones dobles: 1, 2 baños, aire acondici...;37.3805859;-6.0681032;4 habs.;2 baños;120 m²;sevilla
180.000 €;;/comprar/piso-triana_casco_antiguo41010-45026850346_104700/;Triana Casco Antiguo (Distrito Triana. Sevilla Capital);;Características del inmueble: piso en pleno corazón de triana, a 3 min de la plaza de altozano y el puente de triana. Dispone de ...;37.3845128;-6.0057086;3 habs.;1 baño;82 m²;sevilla
169.000 €;Piso en Avenida de Manuel Clavero Arévalo;/comprar/piso-montequinto_el_colmenar41704-4039277881_109700/;Montequinto-El Colmenar (Dos Hermanas);4ª planta;Portal 6, 4º A. Piso en una finca de obra nueva de 96 m2 de superficie construida y emplazado en la zona de Dos Hermanas, posicionado en planta 4. Está dispuesto en 2 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor, garaje y trastero.;37,3154976;-5,9327895;2 habs.;2 baños;96 m²;sevilla
318.000 €;Chalet en Urbanización Capricho, 62;/comprar/chalet-espartinas_centro_urbano-36686240359_106000/;Espartinas;;Chalet independiente en espartinas, sevilla. La vivienda cuenta con una superficie de 260 m² y una parcela de 900m². El inmueble e...;37.3815;-6.17014;4 habs.;4 baños;261 m²;sevilla
186.000 €;;/comprar/casa-amate-44251958661_525238/;Amate (Distrito Cerro Amate. Sevilla Capital);;En venta esta encantadora casa en sevilla capital, situada en la zona de amate. Con una superficie total de 200 m², esta propiedad...;37.3708635;-5.9408473;6 habs.;3 baños;200 m²;sevilla
124.900 €;;/comprar/apartamento-barrio_leon_el_tardon_blas_infante41010-43409233838_100500/;Barrio León-El Tardón-Blas Infante (Distrito Triana. Sevilla Capital);Bajo;Tradicional piso en el barrio de triana, en pleno corazón de éste barrio tan característico, dentro de la zona del tardón. Ubicado...;37.3753921;-6.0126983;3 habs.;1 baño;65 m²;sevilla
105.000 €;;/comprar/casa-brenes_centro_urbano-43420246111_100500/;Brenes;;"Oportunidad, preciosa y fantástica casa en brenes!

Presentamos esta maravillosa casa de doble planta y azotea en el centro de bre...";37.5523999;-5.8738422;4 habs.;3 baños;110 m²;sevilla
