precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios
1.350 €/mes;Piso en Chamartin;/alquilar/piso-chamartin_ciudad_jardin28002-42539001746_108900/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);2 habs.;90 m²;3ª planta;Estupenda vivienda de 90m² distribuida en 2 habitaciones muy amplias con armarios empotrados ( originalmente 3 habitaciones) , amp...;40.4466481;-3.6758597;1 baño
1.500 €/mes;Piso en Mirasierra-Arroyo del Fresno;/alquilar/piso-mirasierra_arroyo_del_fresno28035-43385883431_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;90 m²;2ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso sin amueblar de 90 m² y 2 habitaciones, situado en urban...;40.4904289;-3.7168231;2 baños
5.200 €/mes;Ático en Lista;/alquilar/atico-lista_barrio28006-43393904711_101800/;Lista (Distrito Salamanca. Madrid Capital);4 habs.;180 m²;;Engel & völkers presenta este espectacular y moderno ático de reforma a estrenar en plena calle juan bravo en el barrio salamanca....;40.4334893;-3.6773472;3 baños
2.900 €/mes;Piso en Valdebebas-Valdefuentes;/alquilar/piso-valdebebas_valdefuentes28055-43370038782_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);4 habs.;275 m²;6ª planta;¡Descubre tu nuevo hogar en valdebebas con engel & völkers! Este exclusivo piso de 4 habitaciones ofrece una vida de lujo en una d...;40.4934143;-3.6127925;2 baños
2.350 €/mes;Dúplex en Distrito Salamanca;/alquilar/duplex-salamanca_castellana28006-42514750242_108900/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;115 m²;;"¡Exclusivo triplex en calle juan bravo!&nbsp;
Opcional plaza de garaje por 150€

 
Housingo presenta este excepcional triplex, una...";40.4327272;-3.6851932;3 baños
2.305 €/mes;Piso en calle de Vicente Morales;/alquilar/piso-piovera28043-41738964290_108900/;Piovera (Distrito Hortaleza. Madrid Capital);3 habs.;131 m²;4ª planta;"Estupenda vivienda de 3 dormitorios ¡Con 2 plazas de garaje y trastero incluidos en el precio!
 
¡Alta de suministros gratis! Disf...";40.4620247;-3.6362116;
850 €/mes;Piso en San Diego;/alquilar/piso-san_diego28053-43335819647_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 hab.;40 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de un dormitorio y un baño. Se encuentra en la 3ª planta de un edificio residenci...";40.3871825;-3.6657578;1 baño
1.300 €/mes;Piso en Fuente del Berro;/alquilar/piso-fuente_del_berro28028-43347310570_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);1 hab.;44 m²;;"Agencia inmobiliaria de madrid – zona salamanca – fuente del berro – goya – alquila vivienda de obra nueva en calle fundadores.
Pi...";40.4247301;-3.6669589;1 baño
2.150 €/mes;Piso en El Viso;/alquilar/piso-chamartin_el_viso28036-43340994302_101800/;El Viso (Distrito Chamartín. Madrid Capital);1 hab.;71 m²;2ª planta;Engel & völkers te presenta este exclusivo apartamento a estrenar en una de las mejores zonas de paseo de la habana, ubicado a sol...;40.447356855;-3.690617906;1 baño
2.300 €/mes;Piso en calle de Santiago Bernabéu;/alquilar/piso-chamartin_el_viso28002-5919949853_108900/;El Viso (Distrito Chamartín. Madrid Capital);2 habs.;95 m²;;"""exclusivo barrio del viso.

Altor pone a su disposición exclusiva vivienda completamente exterior con ascensor en una de las mejo...";40.4505207;-3.6890852;2 baños
3.450 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-38430850360_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;140 m²;1ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio histórico, situado en el corazón de madrid, en el distrito c...;40.4235568;-3.7024484;2 baños
1.500 €/mes;Piso en Arganzuela;/alquilar/piso-acacias28005-43423494129_108900/;Acacias (Distrito Arganzuela. Madrid Capital);2 habs.;75 m²;4ª planta;Espectacular dúplex de 75m² reformada a capricho,  consta de 2 habitaciones  ( una de ellas en suite), un amplio salón comedor con...;40.402555;-3.7096869;2 baños
2.500 €/mes;Piso en Goya;/alquilar/piso-goya28006-38380601246_101800/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;77 m²;;Engel & völkers les presenta esta estupenda propiedad en alquiler en el barrio de salamanca, lista. Se trata de una vivienda situa...;40.4256166;-3.6743371;2 baños
6.900 €/mes;Piso en Justicia-Chueca;/alquilar/piso-justicia_chueca28004-40919169554_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;250 m²;;Engel & völkers presenta esta espectacular vivienda de 250 m², completamente amueblada con exquisito proyecto de interiorismo en e...;40.4247505;-3.6954213;5 baños
3.500 €/mes;Casa pareada en Piovera;/alquilar/casa_pareada-piovera28043-43367306350_101800/;Piovera (Distrito Hortaleza. Madrid Capital);5 habs.;412 m²;;Engel & völkers presenta este luminoso chalet de 412m² construidos de vivienda con jardín trasero en conde orgaz. Esta representat...;40.453193;-3.6501033;4 baños
7.000 €/mes;Piso en Nueva España;/alquilar/piso-nueva_espana28016-38409180214_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;335 m²;5ª planta;Situado en una de las urbanizaciones más prestigiosas de nueva españa, engel & völkers tiene el placer de presentar este estupendo...;40.462810502;-3.674464957;4 baños
4.400 €/mes;Piso en Sol;/alquilar/piso-tetuan_cuatro_caminos28020-39211689499_102100/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 habs.;250 m²;;Piso en sol de 250 m², 2 dormitorios, 2 baños, exterior, muy luminoso, 1 plaza de garaje  características:  calefacción: suelo rad...;40.4822186;-3.6836635;2 baños
2.900 €/mes;Piso en Chamberí;/alquilar/piso-chamberi_almagro28010-43343076527_108900/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;71 m²;;"Disponible ya!
Piso en alquiler en calle españoleto

Housingo presenta este sugerente piso, amplio, de 3 dormitorios y 3 cuartos d...";40.4310974;-3.6963458;3 baños
1.150 €/mes;Ático en Carabanchel;/alquilar/atico-opanel28019-43360462661_108900/;Opañel (Distrito Carabanchel. Madrid Capital);2 habs.;55 m²;;Ático de 55m² reformada. Consta de dos habitaciones, salón, un baño completo, cocina amueblada y equipada. Consta de calefacción d...;40.3919836;-3.7260095;1 baño
4.500 €/mes;Ático en Universidad-Malasaña;/alquilar/atico-universidad_malasana28004-39264304024_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;127 m²;;Engel & völkers le presenta esta magnífica vivienda de las más altas calidades en gran vía. Edificio de obra nueva terminada en 20...;40.4210134;-3.7030122;2 baños
2.300 €/mes;Piso en El Viso;/alquilar/piso-chamartin_el_viso28002-43380125904_101800/;El Viso (Distrito Chamartín. Madrid Capital);2 habs.;91 m²;;Engel & völkers tiene el gusto de presentarles este piso de 2 dormitorios y 2 baños completos en el exclusivo barrio de el viso, u...;40.449129837;-3.677891985;2 baños
1.700 €/mes;Piso en Peñagrande;/alquilar/piso-penagrande28035-43364082655_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;126 m²;12ª planta;"Esta propiedad es especial porque: 

Se trata de un piso que se alquila amueblado y reformado con excelentes calidades, en una de ...";40.4802939;-3.7352099;2 baños
1.550 €/mes;Piso en calle de Tapia de Casariego;/alquilar/piso-valdemarin-41688389055_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;96 m²;;"Engel & völkers presenta en alquiler disponible abril 2024 este acogedor duplex ideal para pareja en el corazón de valdemarin. 
La...";40.4678745;-3.7677399;1 baño
2.300 €/mes;Piso en Ibiza;/alquilar/piso-ibiza28009-43402590839_101800/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;83 m²;;Engel & völkers te presenta este confortable piso, exterior y muy próximo al parque del retiro. En el edificio se realizó una refo...;40.4211664;-3.678848;2 baños
4.700 €/mes;Ático en Trafalgar;/alquilar/atico-trafalgar28010-43432343260_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);4 habs.;196 m²;;Engel & völkers presenta con orgullo este espacioso ático ubicado en la última planta de un edificio reformado que conserva todo s...;40.4316251;-3.7019783;2 baños
2.650 €/mes;Dúplex en Palacio;/alquilar/duplex-centro_palacio28013-40916831359_100500/;Palacio (Distrito Centro. Madrid Capital);4 habs.;150 m²;5ª planta;La inmobiliaria internacional cpm gestiona este magnífico y luminoso dúplex amueblado, de 150 m² y 4 habitaciones, próximo al metr...;40.4178407;-3.7107841;3 baños
1.500 €/mes;Piso en Valdemarin;/alquilar/piso-valdemarin-36724619796_100500/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;57 m²;3ª planta;"Precioso apartamento en valdemarín disponible para alquilar a partir de 1 mes.
 
 1 dormitorio independiente con armarios empotrad...";40.4654862;-3.7921402;1 baño
4.100 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-42552717265_101800/;Palacio (Distrito Centro. Madrid Capital);4 habs.;157 m²;2ª planta;Engel & völkers tiene el placer de presentar este impresionante y exclusivo piso situado en la calle bailen, una de las vías más e...;40.4206616;-3.7124525;3 baños
2.150 €/mes;Piso en calle de Isabel Clara Eugenia, 39;/alquilar/piso-sanchinarro28050-40917316509_100500/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 habs.;85 m²;3ª planta;"*** alquiler por meses*** 
Consulte disponibilidad en nuestra página web

Vivienda de 2 dormitorios, totalmente amueblada y equipa...";40.4932;-3.65193;1 baño
1.700 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28005-43388041656_101800/;Palacio (Distrito Centro. Madrid Capital);1 hab.;96 m²;;Engel & völkers presenta este acogedor apartamento reformado, y amueblado, y con chimenea de bioetanol. Todo el piso está equipado...;40.4131794;-3.7076039;1 baño
1.150 €/mes;Piso en Moncloa-Aravaca;/alquilar/piso-casa_de_campo28008-43370123456_108900/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;75 m²;4ª planta;Magnífica vivienda de 75m² reformado y cuidado hasta el ultimo detalle para hacer de tu estancia lo más cómoda posible. Dispone de...;40.4267482;-3.732182;1 baño
940 €/mes;Piso en San Fermín;/alquilar/piso-san_fermin-23404829002_100500/;San Fermín (Distrito Usera. Madrid Capital);2 habs.;64 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residen...";40.3751496;-3.6912325;1 baño
3.300 €/mes;Piso en Costillares;/alquilar/piso-costillares-43366124009_101800/;Costillares (Distrito Ciudad Lineal. Madrid Capital);4 habs.;191 m²;2ª planta;Engel & völkers presenta este fabuloso piso con terraza, reformado con excelentes calidades, en alquiler en el prestigioso barrio ...;40.479967155;-3.669349842;3 baños
2.000 €/mes;Piso en calle del Tutor;/alquilar/piso-moncloa_aravaca_arguelles28008-43401314628_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;70 m²;3ª planta;"¡No pierdas la oportunidad de alquilar este acogedor piso amueblado en el barrio de moncloa y conviértelo en tu nuevo hogar!
Con t...";40.4281666;-3.7155519;1 baño
2.600 €/mes;Ático en Arapiles;/alquilar/atico-chamberi_arapiles28015-43382689117_101800/;Arapiles (Distrito Chamberí. Madrid Capital);2 habs.;67 m²;;Engel & völkers presenta este ático, tranquilo y con excelente ubicación en la ciudad de madrid. Se encuentra ubicado en el barrio...;40.438769574;-3.708246661;1 baño
3.300 €/mes;Piso en Ríos Rosas;/alquilar/piso-rios_rosas28003-42552066823_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);4 habs.;204 m²;;Engel & völkers presenta esta luminosa vivienda ubicada en el edificio geminis ii, una finca representativa, que cuenta con un gra...;40.4453719;-3.6995715;3 baños
1.000 €/mes;Piso en Puerta Bonita;/alquilar/piso-puerta_bonita28025-41744056178_100500/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);3 habs.;68 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio reside...";40.3755367;-3.7414772;1 baño
1.795 €/mes;Piso en Salamanca;/alquilar/piso-goya28001-43349966921_108900/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;100 m²;4ª planta;Vivienda reformada y recién pintada de 100m² distribuida en 3 habitaciones, amplio salón, cocina amueblada y equipada, 1 baño comp...;40.4261064;-3.6768888;2 baños
3.500 €/mes;Ático en Almagro;/alquilar/atico-chamberi_almagro28010-43334268487_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;153 m²;;La inmobiliaria internacional cpm gestiona este exclusivo y luminoso ático totalmente reformado y sin amueblar de 153 m², 2 habita...;40.4331906;-3.6922041;2 baños
1.000 €/mes;Piso en Casco Histórico de Vallecas;/alquilar/piso-casco_historico_de_vallecas28031-41758116623_100500/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);3 habs.;52 m²;1ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio reside...";40.3745516;-3.6182816;1 baño
990 €/mes;Piso en Los Rosales;/alquilar/piso-villaverde_los_rosales28041-40869645089_100500/;Los Rosales (Distrito Villaverde. Madrid Capital);3 habs.;60 m²;2ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio reside...";40.3537809;-3.6918545;1 baño
2.600 €/mes;Piso en Cuatro Caminos;/alquilar/piso-tetuan_cuatro_caminos28020-43387557473_100500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);3 habs.;108 m²;1ª planta;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso sin amueblar, de 108 m² y 3 habitaciones, próximo a la e...;40.4558272;-3.6949024;3 baños
1.085 €/mes;Piso en calle del Péndulo, 5;/alquilar/piso-valdebernardo28032-42503880124_100500/;Valdebernardo (Distrito Vicálvaro. Madrid Capital);2 habs.;85 m²;;"Y ahora alquilando con nestar, llévate un 5% de descuento en ikea en el amueblamiento de tu nueva casa. (*sujeto a condiciones.

¡...";40.3945;-3.62555;1 baño
6.750 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-38384716743_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;191 m²;;"Engel & völkers presenta este ático en el centro de almagro. 
Situado en un edificio de imagen totalmente representativa de este b...";40.4267523;-3.6943574;3 baños
2.400 €/mes;Piso en Almenara;/alquilar/piso-tetuan_almenara28029-43395355186_101800/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;104 m²;1ª planta;Disponible el 1 de octubre .engel & völkers presenta fantástico piso exterior amueblado, ubicado a escasos metros de la calle pase...;40.4704729;-3.6888319;2 baños
850 €/mes;Piso en Villaverde;/alquilar/piso-villaverde_san_andres28021-43343801072_108900/;San Andrés (Distrito Villaverde. Madrid Capital);3 habs.;70 m²;2ª planta;Estupendo piso 70m² consta 3 amplios dormitorios, salón/comedor de paso con terraza 5m², cocina amueblado y equipada, cuarto de ba...;40.3484065;-3.7034774;1 baño
4.900 €/mes;Casa pareada en Hispanoamérica;/alquilar/casa_pareada-chamartin_hispanoamerica28016-38420564916_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);4 habs.;286 m²;;Engel & völkers presenta este único y precioso chalet de tres plantas en alquiler en hispanoamérica, chamartín. La planta principa...;40.4559124;-3.6683035;4 baños
1.260 €/mes;Piso en Castillejos;/alquilar/piso-castillejos28020-41681832921_100500/;Castillejos (Distrito Tetuán. Madrid Capital);1 hab.;33 m²;;La inmobiliaria internacional cpm gestiona este estupendo piso totalmente reformado y amueblado y equipado de menaje y ropa de cam...;40.461749;-3.6975126;1 baño
1.200 €/mes;Ático en Sol;/alquilar/atico-sol_barrio28013-42574353740_101800/;Sol (Distrito Centro. Madrid Capital);1 hab.;92 m²;;Engel & völkers ofrece este precioso ático en el corazón del barrio de sol. Está situado en una quinta planta con ascensor, en un ...;40.4167673;-3.7047921;1 baño
1.450 €/mes;Piso en calle Orense;/alquilar/piso-tetuan_cuatro_caminos28020-40036609588_107500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);1 hab.;65 m²;;Promoción: ¡Alta de suministros gratis si reservas antes del 30 de abril. Y además, ¡Sin comisiones de agencia!.Piso de 65 m² en a...;40.4483508343118;-3.69517686304712;1 baño
1.550 €/mes;Piso en Cuatro Caminos;/alquilar/piso-tetuan_cuatro_caminos28020-43431409480_100500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);1 hab.;95 m²;14ª planta;"La inmobiliaria internacional cpm gestiona este exclusivo y luminoso piso amueblado, de 95 m² y 1 habitación y terraza; próximo al...";40.452249;-3.6972989;1 baño
5.000 €/mes;Ático en Sol;/alquilar/atico-sol_barrio28013-40833517367_101800/;Sol (Distrito Centro. Madrid Capital);4 habs.;232 m²;;Engel & völkers presente este imponente ático de obra nueva a estrenar, consta de 204 m² de vivienda más 30 m² de terraza orientac...;40.4196744;-3.7012694;4 baños
3.000 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-41745509639_101800/;Palacio (Distrito Centro. Madrid Capital);2 habs.;85 m²;;Engel & völkers ofrece este encantador piso de dos dormitorios dobles situado a escasos pasos de ópera y plaza mayor. Se encuentra...;40.4161169;-3.7088309;2 baños
11.000 €/mes;Piso en calle del Barquillo;/alquilar/piso-justicia_chueca28004-38386514502_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;315 m²;3ª planta;Engel & völkers presenta este piso de lujo en alquiler en un edificio singular del siglo xix totalmente rehabilitado, un icono de ...;40.4208653;-3.6955829;4 baños
1.295 €/mes;Piso en Simancas;/alquilar/piso-san_blas_simancas28037-43353113121_100500/;Simancas (Distrito San Blas. Madrid Capital);1 hab.;76 m²;6ª planta;"La inmobiliaria internacional cpm gestiona este magnífico y luminoso loft totalmente amueblado de 76 m² y 1 habitación; próximo al...";40.4391899;-3.6204716;1 baño
19.000 €/mes;Ático en Castellana;/alquilar/atico-salamanca_castellana28046-43371934175_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;280 m²;;"Engel&völkers tiene el placer de presentar este ático único en madrid gracias a sus privilegiadas vistas .
Se trata de un ático re...";40.4368224;-3.6893342;5 baños
920 €/mes;Piso en San Diego;/alquilar/piso-san_diego28053-40924376300_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);2 habs.;46 m²;Bajo;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la planta baja de un edificio resid...";40.3872872;-3.6685573;1 baño
3.300 €/mes;Piso en Ríos Rosas;/alquilar/piso-rios_rosas28003-43424248219_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);4 habs.;204 m²;5ª planta;La inmobiliaria internacional cpm, gestiona este magnífico y luminoso piso de lujo, completamente reformado, de 204 m², y 4 habita...;40.4446532;-3.6971031;3 baños
1.950 €/mes;Piso en El Viso;/alquilar/piso-chamartin_el_viso28036-35073520314_100500/;El Viso (Distrito Chamartín. Madrid Capital);2 habs.;114 m²;5ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso sin amueblar, recién reformado, de 114 m² y 2 dormitorio...;40.4508637;-3.6890669;1 baño
1.400 €/mes;Piso en Avenida de los Madroños;/alquilar/piso-piovera28043-43375957433_100500/;Piovera (Distrito Hortaleza. Madrid Capital);1 hab.;66 m²;1ª planta;"Apartamento vacío con cocina equipada en una de las urbanizaciones más lujosas y prestigiosas del parque conde orgaz.

Situada a l...";40.4552646;-3.6287493;1 baño
1.630 €/mes;Piso en Avenida del Papa Negro;/alquilar/piso-piovera28043-43399226856_108900/;Piovera (Distrito Hortaleza. Madrid Capital);2 habs.;101 m²;2ª planta;"Espectacular vivienda de 2 dormitorios en perfecto estado de alquiler. ¡Preparada para entrar a vivir!
 
¡Alta de suministros grat...";40.4573215;-3.6249476;
1.695 €/mes;Piso en calle de las Viñas del Río, 12;/alquilar/piso-butarque28021-41735948788_100500/;Butarque (Distrito Villaverde. Madrid Capital);2 habs.;80 m²;;"*** alquiler por meses ***
Estancias de 1 a 11 meses.
Consulte disponibilidad en nuestra página web
www. Nestarhomes. Es

Totalmen...";40.3401;-3.6794;1 baño
950 €/mes;Apartamento en Embajadores-Lavapiés;/alquilar/apartamento-centro_embajadores_lavapies28012-42595613413_500185/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;39 m²;1ª planta;Gestion 3 alquila precioso apartamento “recién reformado”, en el centro histórico de madrid a dos minutos del museo reina sofia, ...;40.4075221;-3.700193;1 baño
6.000 €/mes;Piso en Justicia-Chueca;/alquilar/piso-justicia_chueca28004-42507654330_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;250 m²;1ª planta;Engel & völkers pone a su disposición esta maravillosa y exclusiva propiedad completamente reformada y amueblada de lujo, ubicada ...;40.4220228;-3.6963147;2 baños
6.800 €/mes;Ático en Goya;/alquilar/atico-goya28009-42589002559_101800/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;230 m²;;"Engel & völkers presenta para alquiler este moderno ático, semiamueblado en edificio con las mejores calidades y comodidades.
Situ...";40.4260031;-3.6722995;3 baños
2.500 €/mes;Ático en Trafalgar;/alquilar/atico-trafalgar28004-38376611054_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;65 m²;;"Engel&völkers presenta este exclusivo ático en el emblemático barrio de malasaña, junto a la glorieta de san bernardo.
Está situad...";40.4306179;-3.7051794;2 baños
3.900 €/mes;Piso en Ríos Rosas;/alquilar/piso-rios_rosas28003-43432230993_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);;216 m²;3ª planta;Engel & völkers presenta esta regia vivienda, de diseño actual y detalles refinados de magnífica calidad y muy buen gusto, localiz...;40.4389222;-3.69643;4 baños
990 €/mes;Piso en Centro;/alquilar/piso-centro_embajadores_lavapies28012-43375238789_108900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;50 m²;4ª planta;Piso totalmente exterior y amueblado de 50 m² distribuidos en 1 dormitorio, amplio salón-comedor, cocina amueblada y equipada y 1 ...;40.410987;-3.6967437;1 baño
1.120 €/mes;Piso en Zofío;/alquilar/piso-zofio28026-27536380903_100500/;Zofío (Distrito Usera. Madrid Capital);3 habs.;61 m²;3ª planta;"¡Alta de suministros gratis!

Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio reside...";40.4079293;-3.7117573;1 baño
4.950 €/mes;Piso en Almagro;/alquilar/piso-chamberi_almagro28010-42578957277_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;178 m²;5ª planta;La inmobiliaria internacional cpm gestiona este magnífico y luminoso piso amueblado de 178 m² y 2 habitaciones, próximo al metro d...;40.4293153;-3.6900213;3 baños
2.500 €/mes;Piso en Universidad-Malasaña;/alquilar/piso-universidad_malasana28004-40050570895_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;118 m²;;"Disponible desde ya

Engel & völkers le ofrece en alquiler esta propiedad situada entre las calles de fuencarral y san bernardo. 
...";40.4278538;-3.7055144;1 baño
1.150 €/mes;Piso en Retiro;/alquilar/piso-nino_jesus28007-42590613444_108900/;Niño Jesús (Distrito Retiro. Madrid Capital);1 hab.;55 m²;3ª planta;Piso recién pintado de 55m², en 1 dormitorio, con armario empotrado, amplio salón-comedor con acceso a una terraza abierta de 4m²,...;40.4077104;-3.6772203;1 baño
1.700 €/mes;Piso en Fuencarral;/alquilar/piso-penagrande28035-42508715027_108900/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;126 m²;8ª planta;Estupendo piso de 127m² completamente exterior y amueblado, distribuido en 4 amplios dormitorios, 3 de ellos con armarios empotrad...;40.4729282;-3.7191735;2 baños
910 €/mes;Piso en Entrevías;/alquilar/piso-puente_de_vallecas_entrevias28053-20030169421_100500/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);2 habs.;57 m²;2ª planta;"¡Alta de suministros gratis!

Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residen...";40.3818785;-3.6714958;1 baño
2.800 €/mes;Piso en Chueca;/alquilar/piso-justicia_chueca28004-945856909480195_109700/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;180 m²;2ª planta;Ibercorp vende en exclusiva fantástico piso recién reformado. Ubicado en el barrio de chueca en calle tranquila y con mucho encant...;40.4222665;-3.7000179;2 baños
6.750 €/mes;Piso en calle de Génova;/alquilar/piso-chamberi_almagro28004-38429880369_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;187 m²;;"Engel & völkers presenta este piso en el centro de almagro. 
Situado en un edificio de imagen representativa de este barrio y refo...";40.4274857;-3.695048;3 baños
2.400 €/mes;Piso en Salamanca;/alquilar/piso-lista_barrio28006-42511488119_108900/;Lista (Distrito Salamanca. Madrid Capital);3 habs.;170 m²;5ª planta;Piso exterior de  3 dormitorios dobles, 1 de ellos tipo suite. Gran salón independiente. Terraza acristalada de 12 en salón. Cocin...;40.4286127;-3.6707522;2 baños
5.250 €/mes;Piso en Goya;/alquilar/piso-goya28009-42511202583_100500/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;172 m²;4ª planta;La inmobiliaria internacional cpm gestiona este amplio y exclusivo piso sin amueblar, de 172 m², 3 habitaciones, y balcón, próximo...;40.4232325;-3.6746325;3 baños
3.300 €/mes;Piso en calle Corredera Baja de San Pablo;/alquilar/piso-universidad_malasana28004-41744240777_108900/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;100 m²;2ª planta;"Piso en alquiler completamente amueblado en calle corredera baja de san pablo

Rive presenta en alquiler este piso ubicado en plen...";40.423123;-3.7030746;2 baños
1.400 €/mes;Piso en Puerta del Ángel;/alquilar/piso-puerta_del_angel-39206681044_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 habs.;67 m²;;Engel & völkers presenta para alquiler un piso exterior en primera planta con 2 dormitorios (1 doble, el otro individual) y 1 baño...;40.4134569;-3.7269273;1 baño
1.150 €/mes;Piso en San Isidro;/alquilar/piso-carabanchel_san_isidro28019-43429293375_100500/;San Isidro (Distrito Carabanchel. Madrid Capital);3 habs.;80 m²;3ª planta;"¡Alta de suministros gratis!

Excelente apartamento de tres dormitorios y un baño. Se encuentra en la 3ª planta de un edificio res...";40.3949662;-3.7371533;1 baño
850 €/mes;Estudio en Chamberi;/alquilar/estudio-chamberi_arapiles28015-43398374536_108900/;Arapiles (Distrito Chamberí. Madrid Capital);;30 m²;;Estudio de 30m² situado en pleno distrito de chamberi en el barrio de arapiles, cuenta con un amplio espacio muy luminoso y tranqu...;40.4308921;-3.7087783;1 baño
4.990 €/mes;Dúplex en Distrito Salamanca;/alquilar/duplex-recoletos28001-40017294417_108900/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;200 m²;;"Ático-dúplex en recoletos!
Housingo se complace en presentar este excepcional ático-dúplex, completamente amueblado, ubicado en un...";40.425093039;-3.682972713;3 baños
3.500 €/mes;Piso en Palos de Moguer;/alquilar/piso-palos_de_moguer28045-40851343298_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);2 habs.;91 m²;3ª planta;La inmobiliaria internacional cpm gestiona este estupendo y luminoso piso amueblado de 91 m² y 2 habitaciones, situado en urbaniza...;40.4040733;-3.690994;1 baño
